WKT,WKT,rand_point_id
"MULTIPOLYGON (((-303548017.735484 -229579969.845131,-326466279.525642 -229163921.252051,-330553383.373215 -225865982.800265,-331661767.696813 -221318066.590021,-326047639.585397 -213323235.03381,-293011290.796393 -201500025.063165,-292153888.725465 -209606643.633369,-303548017.735484 -229579969.845131)))","POLYGON ((-303548011.987874 -229579979.951118,-326466283.136249 -229163931.188153,-330553392.287316 -225865988.456907,-331661778.485884 -221318064.553297,-326047645.944456 -213323226.688503,-293011282.189745 -201500011.361857,-292153878.441813 -209606645.787905,-303548011.987874 -229579979.951118))","790"
"MULTIPOLYGON (((-1061436849.27302 -259922942.67774,-1089652917.58655 -204756235.072446,-1087785258.28416 -200164165.990945,-1054946028.15523 -183093116.402973,-1039543223.04437 -202541596.573677,-1058700794.19698 -259922942.67774,-1061436849.27302 -259922942.67774)))","POLYGON ((-1061436855.39043 -259922952.67774,-1089652928.57541 -204756235.54801,-1087785266.16115 -200164158.815244,-1054946025.44196 -183093103.722062,-1039543211.8453 -202541594.607422,-1058700786.99302 -259922952.67774,-1061436855.39043 -259922952.67774))","358"
"MULTIPOLYGON (((-726070316.724086 -235744582.412785,-730959129.463222 -232514602.069,-737989738.498657 -216706360.619421,-722152848.753761 -207883152.730126,-708408940.348958 -202740650.334695,-688851473.452589 -232816344.879551,-689011953.99504 -234267741.82301,-726070316.724086 -235744582.412785)))","POLYGON ((-726070319.546919 -235744592.533217,-730959137.413143 -232514608.802026,-737989751.349861 -216706356.33197,-722152852.963137 -207883143.628052,-708408936.339242 -202740638.157317,-688851463.120264 -232816342.425152,-689011945.001041 -234267751.472521,-726070319.546919 -235744592.533217))","271"
"MULTIPOLYGON (((-110113809.383096 -229256564.180071,-140193314.460722 -221100252.155433,-142097280.490953 -212347040.095414,-141105505.850929 -210480403.87349,-122700516.130841 -199497786.794964,-106639533.665696 -228360827.518972,-110113809.383096 -229256564.180071)))","POLYGON ((-110113809.447572 -229256574.523702,-140193322.941024 -221100260.217042,-142097291.041409 -212347038.639784,-141105513.372154 -210480396.716492,-122700512.404241 -199497772.926169,-106639518.632027 -228360833.970005,-110113809.447572 -229256574.523702))","935"
"MULTIPOLYGON (((-99036744.6590905 -231095316.566509,-106639511.717776 -228360825.829708,-122700500.837783 -199497773.14631,-114038723.121734 -185237464.484029,-105773215.679805 -185928957.977823,-84426218.8167923 -207913629.630127,-99036744.6590905 -231095316.566509)))","POLYGON ((-99036740.4831548 -231095328.695618,-106639518.632027 -228360833.970005,-122700512.404241 -199497772.926169,-114038728.455598 -185237454.002863,-105773211.11425 -185928948.324844,-84426206.1626525 -207913628.307354,-99036740.4831548 -231095328.695618))","21"
"MULTIPOLYGON (((-454826379.674262 -238854940.004142,-487259704.231886 -232720928.536989,-501304771.085011 -205941593.036473,-480701569.047954 -198220564.64901,-447012207.570829 -211163413.688799,-454826379.674262 -238854940.004142)))","POLYGON ((-454826372.536562 -238854951.531346,-487259710.841727 -232720937.464164,-501304785.20301 -205941587.648055,-480701569.003857 -198220553.953361,-447012195.4693 -211163407.6254,-454826372.536562 -238854951.531346))","137"
"MULTIPOLYGON (((-1205599179.91278 -259922942.67774,-1205599179.91278 -228452743.546754,-1145250859.65728 -228787666.147615,-1146679873.05236 -259922942.67774,-1205599179.91278 -259922942.67774)))","POLYGON ((-1205599189.91278 -259922952.67774,-1205599189.91278 -228452733.491102,-1145250849.19044 -228787656.20555,-1146679863.5008 -259922952.67774,-1205599189.91278 -259922952.67774))","351"
"MULTIPOLYGON (((-269414410.887283 -237471393.134501,-292153868.810624 -209606641.773485,-293011272.035098 -201500012.296668,-291908508.938798 -197790662.56908,-254347905.666124 -205346994.436061,-241871417.102339 -222139965.44289,-244883510.629142 -231981271.541431,-269414410.887283 -237471393.134501)))","POLYGON ((-269414414.730116 -237471404.241926,-292153878.441813 -209606645.787905,-293011282.189745 -201500011.361857,-291908515.921255 -197790650.964016,-254347899.929212 -205346985.389842,-241871406.060919 -222139963.536376,-244883502.769226 -231981280.02973,-269414414.730116 -237471404.241926))","933"
"MULTIPOLYGON (((-358250641.865696 -228468556.49513,-389653125.299516 -208106897.682886,-386904329.462924 -202788750.288546,-385554840.394351 -202436982.346966,-369489999.05946 -203692666.844765,-353025252.528036 -217194033.826609,-358250641.865696 -228468556.49513)))","POLYGON ((-358250637.638072 -228468571.154559,-389653138.34453 -208106901.142577,-386904336.299387 -202788741.736435,-385554841.290531 -202436972.246416,-369489995.147992 -203692657.119998,-353025240.19843 -217194031.004856,-358250637.638072 -228468571.154559))","713"
"MULTIPOLYGON (((-142268475.77316 -245966942.743334,-174713752.858099 -216161388.618149,-142097298.885716 -212347049.625287,-140193333.030982 -221100260.878487,-142268475.77316 -245966942.743334)))","POLYGON ((-142268467.505397 -245966963.917469,-174713775.692687 -216161381.220397,-142097291.041409 -212347038.639784,-140193322.941024 -221100260.217042,-142268467.505397 -245966963.917469))","769"
"MULTIPOLYGON (((-901040435.712747 -223825922.107606,-916743994.094891 -217447278.176489,-909052482.111691 -196208325.890016,-899094767.318969 -187602153.952687,-884675482.132984 -203472319.141347,-901040435.712747 -223825922.107606)))","POLYGON ((-901040432.582034 -223825934.172749,-916744006.774102 -217447283.819783,-909052490.625393 -196208320.030885,-899094766.477508 -187602140.008153,-884675468.982412 -203472318.744478,-901040432.582034 -223825934.172749))","730"
"MULTIPOLYGON (((-353025237.623852 -217194020.183816,-369489978.413713 -203692657.91015,-346649783.969175 -188318281.031141,-343674947.70138 -187792680.067723,-345727642.942126 -215564690.035225,-353025237.623852 -217194020.183816)))","POLYGON ((-353025240.19843 -217194031.004856,-369489995.147992 -203692657.119998,-346649787.795538 -188318271.552308,-343674936.78092 -187792667.983387,-345727633.516627 -215564698.177014,-353025240.19843 -217194031.004856))","199"
"MULTIPOLYGON (((-331661782.084606 -221318052.277115,-345727623.008472 -215564691.670978,-343674927.160737 -187792673.491191,-337457106.52316 -183496448.644418,-336117625.903282 -183178034.139004,-326047657.027952 -213323225.071058,-331661782.084606 -221318052.277115)))","POLYGON ((-331661778.485884 -221318064.553297,-345727633.516627 -215564698.177014,-343674936.78092 -187792667.983387,-337457110.662798 -183496439.349812,-336117619.316697 -183178022.294615,-326047645.944456 -213323226.688503,-331661778.485884 -221318064.553297))","334"
"MULTIPOLYGON (((-947859927.829309 -224173119.694944,-948518989.833723 -223845198.418483,-959175085.930963 -212461459.935589,-956401675.630874 -188173214.132848,-928807215.217255 -195940153.738184,-925861226.502701 -198663568.271156,-920227642.217056 -217363263.423444,-925242702.961128 -219986787.84809,-947859927.829309 -224173119.694944)))","POLYGON ((-947859929.293569 -224173130.135829,-948518995.902316 -223845206.568447,-959175096.390893 -212461463.394357,-956401684.233137 -188173201.323022,-928807210.194062 -195940144.763479,-925861217.713738 -198663562.777711,-920227630.257891 -217363268.452929,-925242699.660236 -219986797.40697,-947859929.293569 -224173130.135829))","806"
"MULTIPOLYGON (((-916744013.726448 -217447273.649204,-920227622.773094 -217363258.630534,-925861204.793711 -198663570.996607,-909052505.71921 -196208332.34175,-916744013.726448 -217447273.649204)))","POLYGON ((-916744006.774102 -217447283.819783,-920227630.257891 -217363268.452929,-925861217.713738 -198663562.777711,-909052490.625393 -196208320.030885,-916744006.774102 -217447283.819783))","265"
"MULTIPOLYGON (((34646154.1334426 -258021873.654302,21259260.8535888 -238387558.973036,26552776.5423839 -208522079.440587,34646154.1334426 -208737286.743392,34646154.1334426 -258021873.654302)))","POLYGON ((34646164.1334426 -258021906.072617,21259250.2959459 -238387561.239827,26552768.1989217 -208522069.215195,34646164.1334426 -208737277.005763,34646164.1334426 -258021906.072617))","327"
"MULTIPOLYGON (((21259243.3908835 -238387542.899129,-5928940.8540967 -216615501.164256,-9128935.31283278 -194087456.04693,-8201135.83626094 -191852864.464593,8334700.56546329 -180289218.300034,17662996.8252257 -177079018.593927,26552757.9520697 -208522069.728536,21259243.3908835 -238387542.899129)))","POLYGON ((21259250.2959459 -238387561.239827,-5928950.19750905 -216615506.493328,-9128945.59861016 -194087454.741728,-8201143.9546454 -191852857.939256,8334695.98456931 -180289209.300901,17663003.5708957 -177079005.696919,26552768.1989217 -208522069.215195,21259250.2959459 -238387561.239827))","291"
"MULTIPOLYGON (((-971784158.304427 -259922942.67774,-976610050.531503 -220494447.395894,-959175098.760106 -212461475.49631,-948519008.118191 -223845208.151367,-967979567.699177 -259922942.67774,-971784158.304427 -259922942.67774)))","POLYGON ((-971784167.155092 -259922952.67774,-976610061.344007 -220494441.367279,-959175096.390893 -212461463.394357,-948518995.902316 -223845206.568447,-967979561.731202 -259922952.67774,-971784167.155092 -259922952.67774))","939"
"MULTIPOLYGON (((-839736714.099819 -235610714.56807,-865486568.418424 -208155918.541003,-866034116.074489 -206441774.324493,-841667600.621467 -200832047.422969,-823186313.826831 -218830682.419953,-839736714.099819 -235610714.56807)))","POLYGON ((-839736714.281177 -235610728.992527,-865486577.257129 -208155923.734895,-866034128.906464 -206441767.017115,-841667597.551059 -200832036.4545,-823186299.640366 -218830682.277237,-839736714.281177 -235610728.992527))","423"
"MULTIPOLYGON (((-994604827.290471 -222085540.474938,-995948759.489143 -221779387.055297,-982043258.661976 -174288789.739543,-974794797.520631 -169615322.120835,-959595317.834276 -175391499.512904,-956401694.374164 -188173201.98898,-959175105.687745 -212461456.667421,-976610063.952921 -220494431.558946,-994604827.290471 -222085540.474938)))","POLYGON ((-994604827.977252 -222085550.574679,-995948772.072718 -221779394.444898,-982043267.212089 -174288783.353908,-974794798.692198 -169615310.97786,-959595309.398814 -175391492.020837,-956401684.233137 -188173201.323022,-959175096.390893 -212461463.394357,-976610061.344007 -220494441.367279,-994604827.977252 -222085550.574679))","10"
"MULTIPOLYGON (((-635945475.132459 -244056865.161609,-639318658.898504 -210417046.932761,-608263694.397374 -202173130.026306,-608017528.155568 -202486383.565474,-607475859.614389 -217006121.312893,-635945475.132459 -244056865.161609)))","POLYGON ((-635945483.045488 -244056886.474497,-639318669.698631 -210417039.453433,-608263690.60152 -202173118.672298,-608017518.283739 -202486379.943317,-607475849.453014 -217006125.452171,-635945483.045488 -244056886.474497))","237"
"MULTIPOLYGON (((-995948779.485457 -221779384.174862,-1000935485.34831 -221601980.804318,-1017067563.06755 -203203126.401686,-1006167933.23873 -184534325.545658,-982043282.744617 -174288800.814884,-995948779.485457 -221779384.174862)))","POLYGON ((-995948772.072718 -221779394.444898,-1000935490.02003 -221601990.644446,-1017067575.33463 -203203127.579203,-1006167940.20169 -184534317.638317,-982043267.212089 -174288783.353908,-995948772.072718 -221779394.444898))","891"
"MULTIPOLYGON (((-241871403.594616 -222139950.088018,-254347889.127693 -205346983.160429,-247198827.63105 -175073346.481484,-233805406.665326 -172429939.742258,-223080880.186705 -184331959.606483,-239367232.055654 -220538151.846459,-241871403.594616 -222139950.088018)))","POLYGON ((-241871406.060919 -222139963.536376,-254347899.929212 -205346985.389842,-247198835.883698 -175073337.91737,-233805403.034723 -172429928.832794,-223080868.390574 -184331957.759077,-239367224.157831 -220538158.665383,-241871406.060919 -222139963.536376))","424"
"MULTIPOLYGON (((-737989751.14567 -216706344.770965,-740032327.074857 -215471887.814979,-751669200.896737 -166606239.491028,-739541056.048359 -161269043.826025,-722152865.335135 -207883139.07362,-737989751.14567 -216706344.770965)))","POLYGON ((-737989751.349861 -216706356.33197,-740032335.832383 -215471894.206666,-751669212.556281 -166606233.696538,-739541050.38106 -161269030.406564,-722152852.963137 -207883143.628052,-737989751.349861 -216706356.33197))","419"
"MULTIPOLYGON (((-174713776.059022 -216161371.195089,-176071262.50918 -216102464.366266,-159908317.578748 -184665255.172111,-152776280.522186 -190963790.924267,-141105524.850198 -210480397.006691,-142097297.41171 -212347029.316612,-174713776.059022 -216161371.195089)))","POLYGON ((-174713775.692687 -216161381.220397,-176071278.541925 -216102473.679951,-159908320.594467 -184665239.167454,-152776272.737488 -190963784.457812,-141105513.372154 -210480396.716492,-142097291.041409 -212347038.639784,-174713775.692687 -216161381.220397))","885"
"MULTIPOLYGON (((-761379166.606701 -220969922.740363,-787865527.235275 -203340990.13424,-776446664.812537 -187962346.56174,-753059462.690526 -166592466.543908,-751669220.473089 -166606243.618575,-740032347.83497 -215471886.971669,-761379166.606701 -220969922.740363)))","POLYGON ((-761379168.433238 -220969933.537156,-787865541.540318 -203340992.625523,-776446672.267988 -187962339.82816,-753059466.529038 -166592456.505378,-751669212.556281 -166606233.696538,-740032335.832383 -215471894.206666,-761379168.433238 -220969933.537156))","929"
"MULTIPOLYGON (((-1062912794.12796 -259922942.67774,-1118721828.10269 -216736683.836788,-1089652933.2831 -204756248.304234,-1061436871.73722 -259922942.67774,-1062912794.12796 -259922942.67774)))","POLYGON ((-1062912797.54524 -259922952.67774,-1118721847.88442 -216736681.173617,-1089652928.57541 -204756235.54801,-1061436855.39043 -259922952.67774,-1062912797.54524 -259922952.67774))","771"
"MULTIPOLYGON (((-1119752563.48558 -217032480.895616,-1135696396.5127 -212652935.315305,-1141026569.86514 -201444136.474715,-1137378374.21517 -175990518.281623,-1123199954.5815 -168643591.555637,-1105212227.77355 -174029303.864444,-1087785277.42026 -200164159.955273,-1089652936.25994 -204756227.899105,-1118721851.17916 -216736671.715509,-1119752563.48558 -217032480.895616)))","POLYGON ((-1119752563.42633 -217032491.282293,-1135696403.57707 -212652943.745224,-1141026580.19219 -201444138.043561,-1137378383.38406 -175990511.769925,-1123199955.58957 -168643580.815195,-1105212221.4529 -174029295.318298,-1087785266.16115 -200164158.815244,-1089652928.57541 -204756235.54801,-1118721847.88442 -216736681.173617,-1119752563.42633 -217032491.282293))","381"
"MULTIPOLYGON (((-29359402.1068299 -238455227.856027,-42628884.4987512 -203443414.664541,-9128953.89505861 -194087467.441454,-5928960.83172975 -216615502.735075,-29359402.1068299 -238455227.856027)))","POLYGON ((-29359406.1806617 -238455245.323788,-42628897.7276471 -203443407.976469,-9128945.59861016 -194087454.741728,-5928950.19750905 -216615506.493328,-29359406.1806617 -238455245.323788))","4"
"MULTIPOLYGON (((-639318670.451869 -210417029.307037,-653624473.235577 -208818543.892795,-665211383.684092 -200472046.550657,-666710722.21026 -182222077.744448,-656020264.112295 -164929741.787108,-625687883.747336 -168602823.59272,-615107214.224877 -178569420.202524,-608263703.054635 -202173111.631776,-639318670.451869 -210417029.307037)))","POLYGON ((-639318669.698631 -210417039.453433,-653624476.952431 -208818553.539717,-665211393.272725 -200472051.967911,-666710732.446062 -182222075.284353,-656020269.256508 -164929731.09112,-625687879.28276 -168602814.060303,-615107205.380728 -178569414.795502,-608263690.60152 -202173118.672298,-639318669.698631 -210417039.453433))","75"
