WKT,rand_point_id
"POLYGON ((-346649787.795538 -188318271.552308,-367152560.741811 -178643321.561807,-368511889.298915 -162881833.109989,-363291520.782912 -159769508.035424,-337457110.662798 -183496439.349812,-343674936.78092 -187792667.983387,-346649787.795538 -188318271.552308))","1009"
"POLYGON ((-152776272.737488 -190963784.457812,-159908320.594467 -184665239.167454,-160461925.066629 -183263832.36186,-157086983.245996 -176323675.297943,-123157940.45967 -170820961.994621,-121036881.985297 -175136985.517493,-152776272.737488 -190963784.457812))","123"
"POLYGON ((-254347899.929212 -205346985.389842,-291908515.921255 -197790650.964016,-294530091.364046 -182002647.216695,-259320051.831927 -170360070.755963,-247198835.883698 -175073337.91737,-254347899.929212 -205346985.389842))","519"
"POLYGON ((-863483723.411737 -186040941.635934,-879652750.116389 -162534790.934856,-866718734.011019 -154159159.436458,-848683633.981484 -161904538.491519,-855484350.136475 -180425799.640436,-863483723.411737 -186040941.635934))","717"
"POLYGON ((-845824328.489441 -182735635.369368,-855484350.136475 -180425799.640436,-848683633.981484 -161904538.491519,-845815349.241514 -160964515.375735,-839227253.858085 -166612676.740222,-845824328.489441 -182735635.369368))","143"
"POLYGON ((-160461925.066629 -183263832.36186,-179389237.961538 -181094588.227389,-190153721.549966 -170453298.626002,-189582784.329554 -155780990.39094,-159928688.599766 -159280619.068956,-157086983.245996 -176323675.297943,-160461925.066629 -183263832.36186))","607"
"POLYGON ((-209610118.394062 -188049983.328365,-223080868.390574 -184331957.759077,-233805403.034723 -172429928.832794,-230453492.28046 -163924508.068582,-193029258.324684 -149088631.795741,-189582784.329554 -155780990.39094,-190153721.549966 -170453298.626002,-209610118.394062 -188049983.328365))","685"
"POLYGON ((-392604874.444202 -191585188.505406,-437316058.507553 -176831871.1654,-438256924.242463 -170684425.267061,-438160244.474182 -163009319.568132,-434750257.190859 -160147966.869874,-391961501.293816 -177736096.238461,-392604874.444202 -191585188.505406))","624"
"POLYGON ((-337457110.662798 -183496439.349812,-363291520.782912 -159769508.035424,-341350615.452133 -123982171.386868,-311222738.550407 -152414612.529765,-309908656.273921 -164982480.665658,-336117619.316697 -183178022.294615,-337457110.662798 -183496439.349812))","470"
"POLYGON ((-776446672.267988 -187962339.82816,-799036461.27249 -167966742.40126,-800582984.611438 -163841207.375866,-777541942.649164 -146563429.579597,-753059466.529038 -166592456.505378,-776446672.267988 -187962339.82816))","107"
"POLYGON ((-8201143.9546454 -191852857.939256,-24502410.0996909 -176576075.182673,-25441338.0213194 -155791050.542174,-16248495.7385719 -146682477.024028,8334695.98456931 -180289209.300901,-8201143.9546454 -191852857.939256))","157"
"POLYGON ((-105773211.11425 -185928948.324844,-114038728.455598 -185237454.002863,-121036881.985297 -175136985.517493,-123157940.45967 -170820961.994621,-124871655.039335 -154684787.584443,-100191697.16256 -139330142.930962,-91295204.0494149 -174711409.448741,-105773211.11425 -185928948.324844))","180"
"POLYGON ((-928807210.194062 -195940144.763479,-956401684.233137 -188173201.323022,-959595309.398814 -175391492.020837,-935841816.613609 -156405860.561798,-921364539.53739 -150770116.763946,-904236379.912297 -166200939.221914,-903792442.314451 -171299191.24421,-928807210.194062 -195940144.763479))","829"
"POLYGON ((-827157972.989249 -176215252.040172,-839227253.858085 -166612676.740222,-845815349.241514 -160964515.375735,-834338737.53388 -142624145.860125,-820489308.594892 -144579536.376242,-815280682.779115 -162767134.053895,-817412603.409521 -167137912.356462,-827157972.989249 -176215252.040172))","410"
"POLYGON ((-1087785266.16115 -200164158.815244,-1105212221.4529 -174029295.318298,-1092316777.51159 -163588133.877055,-1054055474.33749 -174020545.19947,-1054946025.44196 -183093103.722062,-1087785266.16115 -200164158.815244))","118"
"POLYGON ((-1205599189.91278 -207909297.333561,-1205599189.91278 -147961428.81371,-1162512598.59272 -169612345.01668,-1181452342.69979 -201876013.811039,-1205599189.91278 -207909297.333561))","638"
"POLYGON ((-704796273.83549 -184750891.568184,-721508459.703192 -167130388.812287,-671483816.198466 -149404855.50288,-661728348.970003 -152984771.035277,-656020269.256508 -164929731.09112,-666710732.446062 -182222075.284353,-704796273.83549 -184750891.568184))","377"
"POLYGON ((-1105212221.4529 -174029295.318298,-1123199955.58957 -168643580.815195,-1119677192.49733 -152407486.554209,-1104922660.38845 -134137270.536128,-1087311762.34814 -139282232.598898,-1092316777.51159 -163588133.877055,-1105212221.4529 -174029295.318298))","909"
"POLYGON ((-247198835.883698 -175073337.91737,-259320051.831927 -170360070.755963,-265018312.453592 -121412328.918634,-239134651.205071 -126252770.807653,-230453492.28046 -163924508.068582,-233805403.034723 -172429928.832794,-247198835.883698 -175073337.91737))","360"
"POLYGON ((-91295204.0494149 -174711409.448741,-100191697.16256 -139330142.930962,-96881431.0011048 -135665928.792041,-89164465.2456079 -133385520.438932,-71109514.7964485 -141830994.355215,-63316568.7514639 -163263133.583399,-73148597.061152 -169488680.176751,-91295204.0494149 -174711409.448741))","556"
"POLYGON ((-294530091.364046 -182002647.216695,-309908656.273921 -164982480.665658,-311222738.550407 -152414612.529765,-265626038.482026 -121042429.017483,-265018312.453592 -121412328.918634,-259320051.831927 -170360070.755963,-294530091.364046 -182002647.216695))","741"
"POLYGON ((-1006167940.20169 -184534317.638317,-1031441802.75873 -154080097.837514,-1029422038.21531 -151910085.021761,-1004252686.6966 -143182105.534252,-975175840.54963 -168964948.762152,-974794798.692198 -169615310.97786,-982043267.212089 -174288783.353908,-1006167940.20169 -184534317.638317))","488"
"POLYGON ((-24502410.0996909 -176576075.182673,-55996140.7585578 -170250764.720396,-59886718.8136945 -165011861.135629,-44826759.2751126 -155362000.994352,-31147034.3234658 -154574920.728199,-25441338.0213194 -155791050.542174,-24502410.0996909 -176576075.182673))","49"
"POLYGON ((-800582984.611438 -163841207.375866,-815280682.779115 -162767134.053895,-820489308.594892 -144579536.376242,-819278737.162287 -143562653.508814,-779121239.171307 -143644575.983912,-777541942.649164 -146563429.579597,-800582984.611438 -163841207.375866))","774"
"POLYGON ((-157086983.245996 -176323675.297943,-159928688.599766 -159280619.068956,-142786508.705942 -141725525.787108,-142540522.982484 -141637013.312785,-124871655.039335 -154684787.584443,-123157940.45967 -170820961.994621,-157086983.245996 -176323675.297943))","971"
"POLYGON ((-848683633.981484 -161904538.491519,-866718734.011019 -154159159.436458,-862307894.054958 -126732120.578223,-835806556.176491 -140836916.275731,-834338737.53388 -142624145.860125,-845815349.241514 -160964515.375735,-848683633.981484 -161904538.491519))","798"
"POLYGON ((-615107205.380728 -178569414.795502,-625687879.28276 -168602814.060303,-621396981.92077 -159206236.668092,-612290243.884503 -151632479.657248,-594932619.544344 -138707794.383798,-582651622.483929 -163783006.484582,-615107205.380728 -178569414.795502))","967"
"POLYGON ((-1142495667.03894 -172275987.675674,-1162512598.59272 -169612345.01668,-1205599189.91278 -147961428.81371,-1205599189.91278 -135757313.960685,-1178370288.95216 -137272373.16929,-1167295684.8884 -139408359.174348,-1149116878.99566 -150406881.967928,-1142495667.03894 -172275987.675674))","865"
"POLYGON ((-1137378383.38406 -175990511.769925,-1142495667.03894 -172275987.675674,-1149116878.99566 -150406881.967928,-1144189496.28816 -141305589.904476,-1136242923.91062 -135025693.734948,-1119677192.49733 -152407486.554209,-1123199955.58957 -168643580.815195,-1137378383.38406 -175990511.769925))","748"
"POLYGON ((-25441338.0213194 -155791050.542174,-31147034.3234658 -154574920.728199,-34021236.493892 -142966266.151862,-16169298.4500892 -146233797.147374,-16248495.7385719 -146682477.024028,-25441338.0213194 -155791050.542174))","851"
"POLYGON ((8334695.98456931 -180289209.300901,-16248495.7385719 -146682477.024028,-16169298.4500892 -146233797.147374,-9608709.85051012 -128844962.534219,21109784.0628531 -174697962.477172,17663003.5708957 -177079005.696919,8334695.98456931 -180289209.300901))","130"
"POLYGON ((34646164.1334426 -208737277.005763,26552768.1989217 -208522069.215195,17663003.5708957 -177079005.696919,21109784.0628531 -174697962.477172,34646164.1334426 -168854556.081649,34646164.1334426 -208737277.005763))","530"
"POLYGON ((-1054055474.33749 -174020545.19947,-1092316777.51159 -163588133.877055,-1087311762.34814 -139282232.598898,-1080720495.60954 -137460085.892402,-1065083653.28488 -141592124.639924,-1049266532.1456 -161738135.017395,-1054055474.33749 -174020545.19947))","357"
"POLYGON ((-368511889.298915 -162881833.109989,-386601058.79807 -161358731.535115,-404135313.551231 -137471794.82966,-392711361.207262 -116319649.991747,-378040528.707577 -114798960.644838,-341590685.926823 -123420440.085654,-341350615.452133 -123982171.386868,-363291520.782912 -159769508.035424,-368511889.298915 -162881833.109989))","668"
"POLYGON ((-44826759.2751126 -155362000.994352,-38642829.1923933 -139207537.429228,-34021236.493892 -142966266.151862,-31147034.3234658 -154574920.728199,-44826759.2751126 -155362000.994352))","438"
"POLYGON ((-879652750.116389 -162534790.934856,-883347909.563957 -162346278.279725,-882065893.531924 -126577071.266369,-866695765.571815 -118395201.7599,-862307894.054958 -126732120.578223,-866718734.011019 -154159159.436458,-879652750.116389 -162534790.934856))","16"
"POLYGON ((-391961501.293816 -177736096.238461,-434750257.190859 -160147966.869874,-421650053.606713 -146057533.233831,-404135313.551231 -137471794.82966,-386601058.79807 -161358731.535115,-391961501.293816 -177736096.238461))","691"
"POLYGON ((-59886718.8136945 -165011861.135629,-63316568.7514639 -163263133.583399,-71109514.7964485 -141830994.355215,-56745122.5391934 -128764482.618589,-39994437.106461 -128113022.700826,-38642829.1923933 -139207537.429228,-44826759.2751126 -155362000.994352,-59886718.8136945 -165011861.135629))","778"
"POLYGON ((-479355761.893371 -183618455.761969,-487216126.238148 -160908397.508834,-478417137.461316 -143289139.368698,-475923402.804354 -142646363.988623,-438160244.474182 -163009319.568132,-438256924.242463 -170684425.267061,-479355761.893371 -183618455.761969))","756"
"POLYGON ((-537931878.989179 -192608258.747274,-543320410.145919 -177303140.897794,-506627340.24044 -128888012.962837,-478417137.461316 -143289139.368698,-487216126.238148 -160908397.508834,-537931878.989179 -192608258.747274))","819"
"POLYGON ((-904236379.912297 -166200939.221914,-921364539.53739 -150770116.763946,-917291190.201998 -134679389.814596,-882065893.531924 -126577071.266369,-883347909.563957 -162346278.279725,-904236379.912297 -166200939.221914))","736"
"POLYGON ((-959595309.398814 -175391492.020837,-974794798.692198 -169615310.97786,-975175840.54963 -168964948.762152,-971223048.216025 -132978893.896859,-966462939.416069 -128186368.231926,-954937973.824012 -133737854.540552,-935841816.613609 -156405860.561798,-959595309.398814 -175391492.020837))","90"
"POLYGON ((-625687879.28276 -168602814.060303,-656020269.256508 -164929731.09112,-661728348.970003 -152984771.035277,-650209203.96144 -113480382.193468,-647068587.318029 -110283722.360387,-623385707.830545 -129081939.467771,-621465771.315122 -133835762.354675,-621396981.92077 -159206236.668092,-625687879.28276 -168602814.060303))","395"
"POLYGON ((-621396981.92077 -159206236.668092,-621465771.315122 -133835762.354675,-608876314.247173 -131901843.240366,-612290243.884503 -151632479.657248,-621396981.92077 -159206236.668092))","838"
"POLYGON ((-1149116878.99566 -150406881.967928,-1167295684.8884 -139408359.174348,-1152782606.45561 -132545732.28779,-1144189496.28816 -141305589.904476,-1149116878.99566 -150406881.967928))","533"
"POLYGON ((-159928688.599766 -159280619.068956,-189582784.329554 -155780990.39094,-193029258.324684 -149088631.795741,-193059579.269538 -143629676.513022,-187977537.149609 -136607136.246452,-167668707.769314 -135033525.146288,-142786508.705942 -141725525.787108,-159928688.599766 -159280619.068956))","311"
"POLYGON ((-16169298.4500892 -146233797.147374,-34021236.493892 -142966266.151862,-38642829.1923933 -139207537.429228,-39994437.106461 -128113022.700826,-19929408.4772854 -114912617.871783,-19845043.6197488 -114926961.765962,-8902917.29516172 -120442091.275372,-9608709.85051012 -128844962.534219,-16169298.4500892 -146233797.147374))","569"
"POLYGON ((-554005725.458389 -164548815.701585,-582651622.483929 -163783006.484582,-594932619.544344 -138707794.383798,-592363606.56163 -131200633.466042,-558048791.98314 -136039818.456291,-554005725.458389 -164548815.701585))","958"
"POLYGON ((-543320410.145919 -177303140.897794,-554005725.458389 -164548815.701585,-558048791.98314 -136039818.456291,-553675122.181122 -124789405.797991,-517699249.035329 -110379822.158369,-506627340.24044 -128888012.962837,-543320410.145919 -177303140.897794))","200"
"POLYGON ((-751669212.556281 -166606233.696538,-753059466.529038 -166592456.505378,-777541942.649164 -146563429.579597,-779121239.171307 -143644575.983912,-781768240.705539 -120405391.104509,-742234951.979919 -129132725.600541,-739379052.224032 -133963282.526275,-739155488.283756 -161075435.895372,-739541050.38106 -161269030.406564,-751669212.556281 -166606233.696538))","930"
"POLYGON ((-438160244.474182 -163009319.568132,-475923402.804354 -142646363.988623,-467626918.677655 -124335253.728107,-450063105.582588 -117563332.341678,-442512149.002762 -115946385.346186,-421650053.606713 -146057533.233831,-434750257.190859 -160147966.869874,-438160244.474182 -163009319.568132))","859"
"POLYGON ((-612290243.884503 -151632479.657248,-608876314.247173 -131901843.240366,-594658796.590301 -127095081.861424,-592363606.56163 -131200633.466042,-594932619.544344 -138707794.383798,-612290243.884503 -151632479.657248))","770"
"POLYGON ((-721508459.703192 -167130388.812287,-730943413.406018 -161575509.793022,-708003372.911731 -138082873.844045,-699506792.912099 -132722326.590418,-694932200.423932 -131567818.17859,-671483816.198466 -149404855.50288,-721508459.703192 -167130388.812287))","914"
"POLYGON ((-1144189496.28816 -141305589.904476,-1152782606.45561 -132545732.28779,-1145546398.13926 -118575205.421721,-1138076446.77873 -109557604.012782,-1137579638.28698 -109287480.454117,-1134826194.84205 -110934465.574547,-1136242923.91062 -135025693.734948,-1144189496.28816 -141305589.904476))","697"
"POLYGON ((-1049266532.1456 -161738135.017395,-1065083653.28488 -141592124.639924,-1050807569.04002 -109683907.630218,-1035533977.44315 -112642756.256193,-1029422038.21531 -151910085.021761,-1031441802.75873 -154080097.837514,-1049266532.1456 -161738135.017395))","952"
